user,text,Positive,Negative,Neutral,Compound,Sentiment,tokenized,no_stopword,stemmed,lemmatized
DoubleyouW3,stop promoting sexual activity to 10 year old kids please   dont you have any self respect twitch,0.328,0.091,0.581,0.6908,Positive,"['stop', 'promoting', 'sexual', 'activity', 'to', '10', 'year', 'old', 'kids', 'please', 'dont', 'you', 'have', 'any', 'self', 'respect', 'twitch']",stop promoting sexual activity 10 year old kids please dont self respect twitch,"['stop', 'promot', 'sexual', 'activ', '10', 'year', 'old', 'kid', 'pleas', 'dont', 'self', 'respect', 'twitch']","['stop', 'promote', 'sexual', 'activity', '10', 'year', 'old', 'kid', 'please', 'dont', 'self', 'respect', 'twitch']"
Initialcodes,jomaroz414 at last ,0.429,0.0,0.571,0.4588,Positive,"['jomaroz', '414', 'at', 'last']",jomaroz 414 last,"['jomaroz', '414', 'last']","['jomaroz', '414', 'last']"
sathvikshastry4,free jidion,0.668,0.0,0.332,0.6166,Positive,"['free', 'jidion']",free jidion,"['free', 'jidion']","['free', 'jidion']"
StevianoXx,btb03135826,0.0,0.0,1.0,0.0,Neutral,"['btb', '03135826']",btb 03135826,"['btb', '03135826']","['btb', '03135826']"
HowWhat__,next goal delete hot tubs ,0.0,0.0,1.0,0.0,Neutral,"['next', 'goal', 'delete', 'hot', 'tubs']",next goal delete hot tubs,"['next', 'goal', 'delet', 'hot', 'tub']","['next', 'goal', 'delete', 'hot', 'tub']"
andreas_zund,w,0.0,0.0,1.0,0.0,Neutral,['w'],w,['w'],['w']
KraitPower,twitch wants to do good accidently bans all the league high elo na streamers because theres betting in their games kekw,0.121,0.0,0.879,0.4404,Positive,"['twitch', 'wants', 'to', 'do', 'good', 'accidently', 'bans', 'all', 'the', 'league', 'high', 'elo', 'na', 'streamers', 'because', 'theres', 'betting', 'in', 'their', 'games', 'kekw']",twitch wants good accidently bans league high elo na streamers theres betting games kekw,"['twitch', 'want', 'good', 'accid', 'ban', 'leagu', 'high', 'elo', 'na', 'streamer', 'there', 'bet', 'game', 'kekw']","['twitch', 'want', 'good', 'accidently', 'ban', 'league', 'high', 'elo', 'na', 'streamer', 'there', 'bet', 'game', 'kekw']"
C4RB1N3,well there goes 99 of wesbtw1 s content,0.208,0.0,0.792,0.2732,Positive,"['well', 'there', 'goes', '99', 'of', 'wesbtw', '1', 's', 'content']",well goes 99 wesbtw 1 content,"['well', 'goe', '99', 'wesbtw', '1', 'content']","['well', 'go', '99', 'wesbtw', '1', 'content']"
ItsNotShii,good fucking riddance,0.492,0.0,0.508,0.4404,Positive,"['good', 'fucking', 'riddance']",good fucking riddance,"['good', 'fuck', 'riddanc']","['good', 'fucking', 'riddance']"
NooxyOne,please translate the text into german there are so many streamers who dont speak english thank you,0.113,0.103,0.784,0.049,Neutral,"['please', 'translate', 'the', 'text', 'into', 'german', 'there', 'are', 'so', 'many', 'streamers', 'who', 'dont', 'speak', 'english', 'thank', 'you']",please translate text german many streamers dont speak english thank,"['pleas', 'translat', 'text', 'german', 'mani', 'streamer', 'dont', 'speak', 'english', 'thank']","['please', 'translate', 'text', 'german', 'many', 'streamer', 'dont', 'speak', 'english', 'thank']"
Warpzy,as if we cant watch pro poker on espn or anything,0.0,0.0,1.0,0.0,Neutral,"['as', 'if', 'we', 'cant', 'watch', 'pro', 'poker', 'on', 'espn', 'or', 'anything']",cant watch pro poker espn anything,"['cant', 'watch', 'pro', 'poker', 'espn', 'anyth']","['cant', 'watch', 'pro', 'poker', 'espn', 'anything']"
Darreideamos,thank you twitch lt3,0.385,0.0,0.615,0.3612,Positive,"['thank', 'you', 'twitch', 'lt3']",thank twitch lt3,"['thank', 'twitch', 'lt3']","['thank', 'twitch', 'lt3']"
Rogan,lootbox chemo,0.0,0.0,1.0,0.0,Neutral,"['lootbox', 'chemo']",lootbox chemo,"['lootbox', 'chemo']","['lootbox', 'chemo']"
siren2703,docdreist a good start but not enough,0.272,0.0,0.728,0.3054,Positive,"['docdreist', 'a', 'good', 'start', 'but', 'not', 'enough']",docdreist good start enough,"['docdreist', 'good', 'start', 'enough']","['docdreist', 'good', 'start', 'enough']"
ABestBrokenWs,nice ban,0.583,0.0,0.417,0.4215,Positive,"['nice', 'ban']",nice ban,"['nice', 'ban']","['nice', 'ban']"
Palessan,not good enough remove sports gambling and gabmling in general too twitchstopgambling,0.0,0.167,0.833,-0.3412,Negative,"['not', 'good', 'enough', 'remove', 'sports', 'gambling', 'and', 'gabmling', 'in', 'general', 'too', 'twitchstopgambling']",good enough remove sports gambling gabmling general twitchstopgambling,"['good', 'enough', 'remov', 'sport', 'gambl', 'gabml', 'general', 'twitchstopgambl']","['good', 'enough', 'remove', 'sport', 'gamble', 'gabmling', 'general', 'twitchstopgambling']"
XerathBeliever,roshteins,0.0,0.0,1.0,0.0,Neutral,['roshteins'],roshteins,['roshtein'],['roshteins']
JCR2k15,you really do anything that pokimane says dont you  glad i stopped watching twitch a long time ago,0.087,0.13,0.783,-0.2057,Negative,"['you', 'really', 'do', 'anything', 'that', 'pokimane', 'says', 'dont', 'you', 'glad', 'i', 'stopped', 'watching', 'twitch', 'a', 'long', 'time', 'ago']",really anything pokimane says dont glad stopped watching twitch long time ago,"['realli', 'anyth', 'pokiman', 'say', 'dont', 'glad', 'stop', 'watch', 'twitch', 'long', 'time', 'ago']","['really', 'anything', 'pokimane', 'say', 'dont', 'glad', 'stop', 'watch', 'twitch', 'long', 'time', 'ago']"
Wattnager,therealknossi,0.0,0.0,1.0,0.0,Neutral,['therealknossi'],therealknossi,['therealknossi'],['therealknossi']
conan_edogawa18,twitch i love you guys  right know ,0.375,0.0,0.625,0.6369,Positive,"['twitch', 'i', 'love', 'you', 'guys', 'right', 'know']",twitch love guys right know,"['twitch', 'love', 'guy', 'right', 'know']","['twitch', 'love', 'guy', 'right', 'know']"
TallGirlo,took ya long enough,0.0,0.0,1.0,0.0,Neutral,"['took', 'ya', 'long', 'enough']",took ya long enough,"['took', 'ya', 'long', 'enough']","['take', 'ya', 'long', 'enough']"
Sixtynl,so does this mean channel points bets are also banned since its also gambling,0.0,0.176,0.824,-0.4588,Negative,"['so', 'does', 'this', 'mean', 'channel', 'points', 'bets', 'are', 'also', 'banned', 'since', 'its', 'also', 'gambling']",mean channel points bets also banned since also gambling,"['mean', 'channel', 'point', 'bet', 'also', 'ban', 'sinc', 'also', 'gambl']","['mean', 'channel', 'point', 'bet', 'also', 'ban', 'since', 'also', 'gamble']"
SuneilAngel,ok which female streamer was put in spotlight for twitch to make this statement,0.136,0.0,0.864,0.296,Positive,"['ok', 'which', 'female', 'streamer', 'was', 'put', 'in', 'spotlight', 'for', 'twitch', 'to', 'make', 'this', 'statement']",ok female streamer put spotlight twitch make statement,"['ok', 'femal', 'streamer', 'put', 'spotlight', 'twitch', 'make', 'statement']","['ok', 'female', 'streamer', 'put', 'spotlight', 'twitch', 'make', 'statement']"
E33N_,understandable but like what else are you going to prohibit from this platform i feel like there are bette,0.265,0.0,0.735,0.7579,Positive,"['understandable', 'but', 'like', 'what', 'else', 'are', 'you', 'going', 'to', 'prohibit', 'from', 'this', 'platform', 'i', 'feel', 'like', 'there', 'are', 'bette']",understandable like else going prohibit platform feel like bette,"['understand', 'like', 'els', 'go', 'prohibit', 'platform', 'feel', 'like', 'bett']","['understandable', 'like', 'else', 'go', 'prohibit', 'platform', 'feel', 'like', 'bette']"
dallichris,janwienk,0.0,0.0,1.0,0.0,Neutral,['janwienk'],janwienk,['janwienk'],['janwienk']
ASTHMAT1KER,ok now we just have to get rid of the naked female camshows i mean streamers and thats it,0.109,0.0,0.891,0.296,Positive,"['ok', 'now', 'we', 'just', 'have', 'to', 'get', 'rid', 'of', 'the', 'naked', 'female', 'camshows', 'i', 'mean', 'streamers', 'and', 'thats', 'it']",ok get rid naked female camshows mean streamers thats,"['ok', 'get', 'rid', 'nake', 'femal', 'camshow', 'mean', 'streamer', 'that']","['ok', 'get', 'rid', 'naked', 'female', 'camshows', 'mean', 'streamer', 'thats']"
exilfranke_cs,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
AnxietyYT,so fucking dumb honestly,0.34,0.372,0.288,-0.0847,Negative,"['so', 'fucking', 'dumb', 'honestly']",fucking dumb honestly,"['fuck', 'dumb', 'honest']","['fuck', 'dumb', 'honestly']"
tekkatime,the real wallet pickers yet not getting banned nice one twitch,0.157,0.147,0.696,0.0382,Neutral,"['the', 'real', 'wallet', 'pickers', 'yet', 'not', 'getting', 'banned', 'nice', 'one', 'twitch']",real wallet pickers yet getting banned nice one twitch,"['real', 'wallet', 'picker', 'yet', 'get', 'ban', 'nice', 'one', 'twitch']","['real', 'wallet', 'picker', 'yet', 'get', 'ban', 'nice', 'one', 'twitch']"
syrp040,jetzt kann tanzverbotcf wieder ohne alptrume schlafen   spa bei seite gute entscheidung,0.0,0.0,1.0,0.0,Neutral,"['jetzt', 'kann', 'tanzverbotcf', 'wieder', 'ohne', 'alptrume', 'schlafen', 'spa', 'bei', 'seite', 'gute', 'entscheidung']",jetzt kann tanzverbotcf wieder ohne alptrume schlafen spa bei seite gute entscheidung,"['jetzt', 'kann', 'tanzverbotcf', 'wieder', 'ohn', 'alptrum', 'schlafen', 'spa', 'bei', 'seit', 'gute', 'entscheidung']","['jetzt', 'kann', 'tanzverbotcf', 'wieder', 'ohne', 'alptrume', 'schlafen', 'spa', 'bei', 'seite', 'gute', 'entscheidung']"
TurriblePaulsy,thank you for protecting us from these harmful streams now my family and i can watch wholesome content aga,0.116,0.0,0.884,0.3612,Positive,"['thank', 'you', 'for', 'protecting', 'us', 'from', 'these', 'harmful', 'streams', 'now', 'my', 'family', 'and', 'i', 'can', 'watch', 'wholesome', 'content', 'aga']",thank protecting us harmful streams family watch wholesome content aga,"['thank', 'protect', 'us', 'harm', 'stream', 'famili', 'watch', 'wholesom', 'content', 'aga']","['thank', 'protect', 'us', 'harmful', 'stream', 'family', 'watch', 'wholesome', 'content', 'aga']"
SchitzenGiggle,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
TheTr00Story,nice next ban lootbox content and were golden kkthxbye ,0.194,0.25,0.556,-0.2023,Negative,"['nice', 'next', 'ban', 'lootbox', 'content', 'and', 'were', 'golden', 'kkthxbye']",nice next ban lootbox content golden kkthxbye,"['nice', 'next', 'ban', 'lootbox', 'content', 'golden', 'kkthxbye']","['nice', 'next', 'ban', 'lootbox', 'content', 'golden', 'kkthxbye']"
tylerthefatty,trainwreck bout to lose that 1 million a month deal huh,0.0,0.231,0.769,-0.4019,Negative,"['trainwreck', 'bout', 'to', 'lose', 'that', '1', 'million', 'a', 'month', 'deal', 'huh']",trainwreck bout lose 1 million month deal huh,"['trainwreck', 'bout', 'lose', '1', 'million', 'month', 'deal', 'huh']","['trainwreck', 'bout', 'lose', '1', 'million', 'month', 'deal', 'huh']"
veigalisbae,a piss in the ocean will do nothing,0.0,0.252,0.748,-0.4019,Negative,"['a', 'piss', 'in', 'the', 'ocean', 'will', 'do', 'nothing']",piss ocean nothing,"['piss', 'ocean', 'noth']","['piss', 'ocean', 'nothing']"
CYBERfnEsport,twitch ,0.0,0.0,1.0,0.0,Neutral,['twitch'],twitch,['twitch'],['twitch']
Liquid_SSBU,tanzverbotcf hallelujah,0.667,0.0,0.333,0.6124,Positive,"['tanzverbotcf', 'hallelujah']",tanzverbotcf hallelujah,"['tanzverbotcf', 'hallelujah']","['tanzverbotcf', 'hallelujah']"
RainbowRogger,thank you twitch lt3,0.385,0.0,0.615,0.3612,Positive,"['thank', 'you', 'twitch', 'lt3']",thank twitch lt3,"['thank', 'twitch', 'lt3']","['thank', 'twitch', 'lt3']"
TurnedFTN,aazbeeen never a la rue,0.0,0.0,1.0,0.0,Neutral,"['aazbeeen', 'never', 'a', 'la', 'rue']",aazbeeen never la rue,"['aazbeeen', 'never', 'la', 'rue']","['aazbeeen', 'never', 'la', 'rue']"
papajim10,okay now ban the softcore porn,0.181,0.343,0.476,-0.4019,Negative,"['okay', 'now', 'ban', 'the', 'softcore', 'porn']",okay ban softcore porn,"['okay', 'ban', 'softcor', 'porn']","['okay', 'ban', 'softcore', 'porn']"
Roadtosilvercs,well well well are you going to remove soft core pn hot tub streamers to  they are more damaging to t,0.225,0.118,0.657,0.3065,Positive,"['well', 'well', 'well', 'are', 'you', 'going', 'to', 'remove', 'soft', 'core', 'pn', 'hot', 'tub', 'streamers', 'to', 'they', 'are', 'more', 'damaging', 'to', 't']",well well well going remove soft core pn hot tub streamers damaging,"['well', 'well', 'well', 'go', 'remov', 'soft', 'core', 'pn', 'hot', 'tub', 'streamer', 'damag']","['well', 'well', 'well', 'go', 'remove', 'soft', 'core', 'pn', 'hot', 'tub', 'streamer', 'damage']"
JAYB1LLUPS,man you ol cancel culture cosignin gen x cover my eyes internet police,0.0,0.143,0.857,-0.25,Negative,"['man', 'you', 'ol', 'cancel', 'culture', 'cosignin', 'gen', 'x', 'cover', 'my', 'eyes', 'internet', 'police']",man ol cancel culture cosignin gen x cover eyes internet police,"['man', 'ol', 'cancel', 'cultur', 'cosignin', 'gen', 'x', 'cover', 'eye', 'internet', 'polic']","['man', 'ol', 'cancel', 'culture', 'cosignin', 'gen', 'x', 'cover', 'eye', 'internet', 'police']"
piotr_tur22,most of your users are religious people religious people are 23 of the world which everyday inform you t,0.0,0.0,1.0,0.0,Neutral,"['most', 'of', 'your', 'users', 'are', 'religious', 'people', 'religious', 'people', 'are', '23', 'of', 'the', 'world', 'which', 'everyday', 'inform', 'you', 't']",users religious people religious people 23 world everyday inform,"['user', 'religi', 'peopl', 'religi', 'peopl', '23', 'world', 'everyday', 'inform']","['user', 'religious', 'people', 'religious', 'people', '23', 'world', 'everyday', 'inform']"
CyradTV,huge w,0.697,0.0,0.303,0.3182,Positive,"['huge', 'w']",huge w,"['huge', 'w']","['huge', 'w']"
bobDeniroo,lets gamb,0.0,0.0,1.0,0.0,Neutral,"['lets', 'gamb']",lets gamb,"['let', 'gamb']","['let', 'gamb']"
ThorimoTK,pampasnake,0.0,0.0,1.0,0.0,Neutral,['pampasnake'],pampasnake,['pampasnak'],['pampasnake']
RedVeeOnXB,hey youtube  you see this,0.0,0.0,1.0,0.0,Neutral,"['hey', 'youtube', 'you', 'see', 'this']",hey youtube see,"['hey', 'youtub', 'see']","['hey', 'youtube', 'see']"
tarravento,socunabestia happens,0.0,0.0,1.0,0.0,Neutral,"['socunabestia', 'happens']",socunabestia happens,"['socunabestia', 'happen']","['socunabestia', 'happens']"
PolRPS,y hacer que los mods no sean unos simps de mierda para cuando,0.0,0.155,0.845,-0.296,Negative,"['y', 'hacer', 'que', 'los', 'mods', 'no', 'sean', 'unos', 'simps', 'de', 'mierda', 'para', 'cuando']",hacer que los mods sean unos simps de mierda para cuando,"['hacer', 'que', 'los', 'mod', 'sean', 'uno', 'simp', 'de', 'mierda', 'para', 'cuando']","['hacer', 'que', 'los', 'mod', 'sean', 'unos', 'simps', 'de', 'mierda', 'para', 'cuando']"
HassingJesper,you can start by banning all russian streamers and users,0.0,0.0,1.0,0.0,Neutral,"['you', 'can', 'start', 'by', 'banning', 'all', 'russian', 'streamers', 'and', 'users']",start banning russian streamers users,"['start', 'ban', 'russian', 'streamer', 'user']","['start', 'ban', 'russian', 'streamer', 'user']"
StallionPlays,its about time they start making changes like this but seeing all the shit going on on the platform  the,0.266,0.0,0.734,0.8047,Positive,"['its', 'about', 'time', 'they', 'start', 'making', 'changes', 'like', 'this', 'but', 'seeing', 'all', 'the', 'shit', 'going', 'on', 'on', 'the', 'platform', 'the']",time start making changes like seeing shit going platform,"['time', 'start', 'make', 'chang', 'like', 'see', 'shit', 'go', 'platform']","['time', 'start', 'make', 'change', 'like', 'see', 'shit', 'go', 'platform']"
NikosKalpakcis,so early,0.0,0.0,1.0,0.0,Neutral,"['so', 'early']",early,['earli'],['early']
Florian434343,zerator docjazy,0.0,0.0,1.0,0.0,Neutral,"['zerator', 'docjazy']",zerator docjazy,"['zerat', 'docjazi']","['zerator', 'docjazy']"
Rob_The_panda,gamling is not ok but 80 naked women in tubs is why not get rid of both,0.0,0.078,0.922,-0.1139,Negative,"['gamling', 'is', 'not', 'ok', 'but', '80', 'naked', 'women', 'in', 'tubs', 'is', 'why', 'not', 'get', 'rid', 'of', 'both']",gamling ok 80 naked women tubs get rid,"['gaml', 'ok', '80', 'nake', 'women', 'tub', 'get', 'rid']","['gamling', 'ok', '80', 'naked', 'woman', 'tubs', 'get', 'rid']"
derek21677,l,0.0,0.0,1.0,0.0,Neutral,['l'],l,['l'],['l']
Conrad4599,whats wrong wi gambling on twitch i understand kids amp whst not but is still watching someone else gamble alright,0.125,0.089,0.786,0.2047,Positive,"['whats', 'wrong', 'wi', 'gambling', 'on', 'twitch', 'i', 'understand', 'kids', 'amp', 'whst', 'not', 'but', 'is', 'still', 'watching', 'someone', 'else', 'gamble', 'alright']",whats wrong wi gambling twitch understand kids amp whst still watching someone else gamble alright,"['what', 'wrong', 'wi', 'gambl', 'twitch', 'understand', 'kid', 'amp', 'whst', 'still', 'watch', 'someon', 'els', 'gambl', 'alright']","['whats', 'wrong', 'wi', 'gamble', 'twitch', 'understand', 'kid', 'amp', 'whst', 'still', 'watch', 'someone', 'else', 'gamble', 'alright']"
Goatednboated,extremely rare twitch w,0.0,0.0,1.0,0.0,Neutral,"['extremely', 'rare', 'twitch', 'w']",extremely rare twitch w,"['extrem', 'rare', 'twitch', 'w']","['extremely', 'rare', 'twitch', 'w']"
tpsyNFT,banning gambling while they keep letting of girls stream when they are in the hot tub or showering ,0.0,0.0,1.0,0.0,Neutral,"['banning', 'gambling', 'while', 'they', 'keep', 'letting', 'of', 'girls', 'stream', 'when', 'they', 'are', 'in', 'the', 'hot', 'tub', 'or', 'showering']",banning gambling keep letting girls stream hot tub showering,"['ban', 'gambl', 'keep', 'let', 'girl', 'stream', 'hot', 'tub', 'shower']","['ban', 'gamble', 'keep', 'let', 'girl', 'stream', 'hot', 'tub', 'shower']"
GrinderStax,well done,0.545,0.0,0.455,0.3382,Positive,"['well', 'done']",well done,"['well', 'done']","['well', 'do']"
Nystagmus888,latecod te chingaron xd,0.531,0.0,0.469,0.6739,Positive,"['latecod', 'te', 'chingaron', 'xd']",latecod te chingaron xd,"['latecod', 'te', 'chingaron', 'xd']","['latecod', 'te', 'chingaron', 'xd']"
psychicbonds47,jext the soft core porn streams please,0.247,0.0,0.753,0.3182,Positive,"['jext', 'the', 'soft', 'core', 'porn', 'streams', 'please']",jext soft core porn streams please,"['jext', 'soft', 'core', 'porn', 'stream', 'pleas']","['jext', 'soft', 'core', 'porn', 'stream', 'please']"
itsmepedrocha,csgo gamble box ok poker ok sporting bets ok sex ok nude chicks ok slot machines not ok  omg dumb policy,0.406,0.102,0.492,0.7845,Positive,"['csgo', 'gamble', 'box', 'ok', 'poker', 'ok', 'sporting', 'bets', 'ok', 'sex', 'ok', 'nude', 'chicks', 'ok', 'slot', 'machines', 'not', 'ok', 'omg', 'dumb', 'policy']",csgo gamble box ok poker ok sporting bets ok sex ok nude chicks ok slot machines ok omg dumb policy,"['csgo', 'gambl', 'box', 'ok', 'poker', 'ok', 'sport', 'bet', 'ok', 'sex', 'ok', 'nude', 'chick', 'ok', 'slot', 'machin', 'ok', 'omg', 'dumb', 'polici']","['csgo', 'gamble', 'box', 'ok', 'poker', 'ok', 'sport', 'bet', 'ok', 'sex', 'ok', 'nude', 'chick', 'ok', 'slot', 'machine', 'ok', 'omg', 'dumb', 'policy']"
VipeWitch,ok next step bathtubs and promoting sexuality this is the way,0.352,0.0,0.648,0.6633,Positive,"['ok', 'next', 'step', 'bathtubs', 'and', 'promoting', 'sexuality', 'this', 'is', 'the', 'way']",ok next step bathtubs promoting sexuality way,"['ok', 'next', 'step', 'bathtub', 'promot', 'sexual', 'way']","['ok', 'next', 'step', 'bathtubs', 'promote', 'sexuality', 'way']"
BetInfoTips,stakecom and rollbitcom where no emphasis is placed on responsible gambling there is no daily weekly or,0.101,0.194,0.705,-0.2732,Negative,"['stakecom', 'and', 'rollbitcom', 'where', 'no', 'emphasis', 'is', 'placed', 'on', 'responsible', 'gambling', 'there', 'is', 'no', 'daily', 'weekly', 'or']",stakecom rollbitcom emphasis placed responsible gambling daily weekly,"['stakecom', 'rollbitcom', 'emphasi', 'place', 'respons', 'gambl', 'daili', 'week']","['stakecom', 'rollbitcom', 'emphasis', 'place', 'responsible', 'gamble', 'daily', 'weekly']"
feerdelor,is las nevadas lore an exception,0.0,0.0,1.0,0.0,Neutral,"['is', 'las', 'nevadas', 'lore', 'an', 'exception']",las nevadas lore exception,"['las', 'nevada', 'lore', 'except']","['la', 'nevadas', 'lore', 'exception']"
sadmander7,what is train gonna do now,0.0,0.0,1.0,0.0,Neutral,"['what', 'is', 'train', 'gonna', 'do', 'now']",train gonna,"['train', 'gonna']","['train', 'gonna']"
UncleRobbie,does that include new assassins creed games,0.0,0.0,1.0,0.0,Neutral,"['does', 'that', 'include', 'new', 'assassins', 'creed', 'games']",include new assassins creed games,"['includ', 'new', 'assassin', 'creed', 'game']","['include', 'new', 'assassin', 'creed', 'game']"
sadmander7,today is a good day,0.42,0.0,0.58,0.4404,Positive,"['today', 'is', 'a', 'good', 'day']",today good day,"['today', 'good', 'day']","['today', 'good', 'day']"
EnjoyMyKeycaps,can you remove porn as well i mean hothub,0.208,0.0,0.792,0.2732,Positive,"['can', 'you', 'remove', 'porn', 'as', 'well', 'i', 'mean', 'hothub']",remove porn well mean hothub,"['remov', 'porn', 'well', 'mean', 'hothub']","['remove', 'porn', 'well', 'mean', 'hothub']"
PadawanSkrull,a good step this still isnt enough you know the average age of your viewers and should ban betting and hoeing all together,0.105,0.131,0.764,-0.1779,Negative,"['a', 'good', 'step', 'this', 'still', 'isnt', 'enough', 'you', 'know', 'the', 'average', 'age', 'of', 'your', 'viewers', 'and', 'should', 'ban', 'betting', 'and', 'hoeing', 'all', 'together']",good step still isnt enough know average age viewers ban betting hoeing together,"['good', 'step', 'still', 'isnt', 'enough', 'know', 'averag', 'age', 'viewer', 'ban', 'bet', 'hoe', 'togeth']","['good', 'step', 'still', 'isnt', 'enough', 'know', 'average', 'age', 'viewer', 'ban', 'bet', 'hoe', 'together']"
markus3141597,i dont get it just switch to gamblig on us sites then how can any gambling site provide sufficient consumer protection,0.0,0.0,1.0,0.0,Neutral,"['i', 'dont', 'get', 'it', 'just', 'switch', 'to', 'gamblig', 'on', 'us', 'sites', 'then', 'how', 'can', 'any', 'gambling', 'site', 'provide', 'sufficient', 'consumer', 'protection']",dont get switch gamblig us sites gambling site provide sufficient consumer protection,"['dont', 'get', 'switch', 'gamblig', 'us', 'site', 'gambl', 'site', 'provid', 'suffici', 'consum', 'protect']","['dont', 'get', 'switch', 'gamblig', 'us', 'sit', 'gamble', 'site', 'provide', 'sufficient', 'consumer', 'protection']"
Zanriko,im endeffekt nicht lizensierte seiten werden verboten  kein generelles verbot von slots etc,0.0,0.0,1.0,0.0,Neutral,"['im', 'endeffekt', 'nicht', 'lizensierte', 'seiten', 'werden', 'verboten', 'kein', 'generelles', 'verbot', 'von', 'slots', 'etc']",im endeffekt nicht lizensierte seiten werden verboten kein generelles verbot von slots etc,"['im', 'endeffekt', 'nicht', 'lizensiert', 'seiten', 'werden', 'verboten', 'kein', 'generell', 'verbot', 'von', 'slot', 'etc']","['im', 'endeffekt', 'nicht', 'lizensierte', 'seiten', 'werden', 'verboten', 'kein', 'generelles', 'verbot', 'von', 'slot', 'etc']"
_flammehav_,get rid of those wannabepornstars as well,0.255,0.0,0.745,0.3382,Positive,"['get', 'rid', 'of', 'those', 'wannabepornstars', 'as', 'well']",get rid wannabepornstars well,"['get', 'rid', 'wannabepornstar', 'well']","['get', 'rid', 'wannabepornstars', 'well']"
Tiiramiisu1,so they banning normal gamba but still allowing the gambling thst got slicker into all of this,0.086,0.0,0.914,0.1531,Positive,"['so', 'they', 'banning', 'normal', 'gamba', 'but', 'still', 'allowing', 'the', 'gambling', 'thst', 'got', 'slicker', 'into', 'all', 'of', 'this']",banning normal gamba still allowing gambling thst got slicker,"['ban', 'normal', 'gamba', 'still', 'allow', 'gambl', 'thst', 'got', 'slicker']","['ban', 'normal', 'gamba', 'still', 'allow', 'gamble', 'thst', 'get', 'slicker']"
Leroy32351019,mzjesso lfcleon0802 janepicscoopez,0.0,0.0,1.0,0.0,Neutral,"['mzjesso', 'lfcleon', '0802', 'janepicscoopez']",mzjesso lfcleon 0802 janepicscoopez,"['mzjesso', 'lfcleon', '0802', 'janepicscoopez']","['mzjesso', 'lfcleon', '0802', 'janepicscoopez']"
xx_xjake,twitchuki zxtempzxz ,0.0,0.0,1.0,0.0,Neutral,"['twitchuki', 'zxtempzxz']",twitchuki zxtempzxz,"['twitchuki', 'zxtempzxz']","['twitchuki', 'zxtempzxz']"
StaggsTV,if you want to do the right thing and not just throw one thing under the bus to get out of the storm ban g,0.043,0.12,0.836,-0.5106,Negative,"['if', 'you', 'want', 'to', 'do', 'the', 'right', 'thing', 'and', 'not', 'just', 'throw', 'one', 'thing', 'under', 'the', 'bus', 'to', 'get', 'out', 'of', 'the', 'storm', 'ban', 'g']",want right thing throw one thing bus get storm ban g,"['want', 'right', 'thing', 'throw', 'one', 'thing', 'bus', 'get', 'storm', 'ban', 'g']","['want', 'right', 'thing', 'throw', 'one', 'thing', 'bus', 'get', 'storm', 'ban', 'g']"
MadPengu1,a welcome suprise good job,0.663,0.0,0.337,0.7096,Positive,"['a', 'welcome', 'suprise', 'good', 'job']",welcome suprise good job,"['welcom', 'supris', 'good', 'job']","['welcome', 'suprise', 'good', 'job']"
ricand3_,a ver quiten las predicciones,0.0,0.0,1.0,0.0,Neutral,"['a', 'ver', 'quiten', 'las', 'predicciones']",ver quiten las predicciones,"['ver', 'quiten', 'las', 'prediccion']","['ver', 'quiten', 'la', 'predicciones']"
Mpluso,well well just go elsewhere to watch as im sure the content makers will also do,0.227,0.0,0.773,0.5267,Positive,"['well', 'well', 'just', 'go', 'elsewhere', 'to', 'watch', 'as', 'im', 'sure', 'the', 'content', 'makers', 'will', 'also', 'do']",well well go elsewhere watch im sure content makers also,"['well', 'well', 'go', 'elsewher', 'watch', 'im', 'sure', 'content', 'maker', 'also']","['well', 'well', 'go', 'elsewhere', 'watch', 'im', 'sure', 'content', 'maker', 'also']"
rustygamer41,its simple ban it,0.0,0.474,0.526,-0.5574,Negative,"['its', 'simple', 'ban', 'it']",simple ban,"['simpl', 'ban']","['simple', 'ban']"
FormYtp,only w twitch got,0.0,0.0,1.0,0.0,Neutral,"['only', 'w', 'twitch', 'got']",w twitch got,"['w', 'twitch', 'got']","['w', 'twitch', 'get']"
Effzeh_Fan2003,na endlich,0.0,0.0,1.0,0.0,Neutral,"['na', 'endlich']",na endlich,"['na', 'endlich']","['na', 'endlich']"
Pantyboy96,thank u,0.714,0.0,0.286,0.3612,Positive,"['thank', 'u']",thank u,"['thank', 'u']","['thank', 'u']"
piotr_tur22,but u like to watch porno things on your platform yeah gg wp idiots ,0.532,0.0,0.468,0.8847,Positive,"['but', 'u', 'like', 'to', 'watch', 'porno', 'things', 'on', 'your', 'platform', 'yeah', 'gg', 'wp', 'idiots']",u like watch porno things platform yeah gg wp idiots,"['u', 'like', 'watch', 'porno', 'thing', 'platform', 'yeah', 'gg', 'wp', 'idiot']","['u', 'like', 'watch', 'porno', 'thing', 'platform', 'yeah', 'gg', 'wp', 'idiot']"
